客戶代號,客戶,大通路,大分類,小通路,區域,營業所
E1E10138,三和輪業有限公司(久揚),BSSC,BSSC,BFP,"北區_x000D_
",北區
C1B10329,五七輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10150,文建輪胎行(佶建),BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10276,日亨輪胎有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
C2A10239,協助輪胎有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10120,協泰輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
C1C10413,勇和實業有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10636,耐吉輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
C2B10875,健國有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10064,章化輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
C2A10568,華聯輪胎股份有限公司,BSSC,BSSC,TTC,"北區_x000D_
",北區
C2B10766,萬里達輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
C2A10526,寬圍輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10333,歐珂輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
C2B10223,豐車實業有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
E1E10433,文鹿汽車有限公司(穩路),BSSC,BSSC,BFP,"北區_x000D_
",北區
C2A10084,麒駪,BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10391,大順輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10426,中華全佑有限公司,BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10470,宏達輪胎行(寬達) ,BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10346,東昇輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10435,聯碩輪業有限公司(精輪),BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10139,萬豐輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",台中
F1F10451,協成輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",台中
H0H1A027,台中輪胎館(世全、益全),BSSC,BSSC,BFP,"台中_x000D_
",台中
H0G1E028,永兆豐輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",台南
H0G1B024,托福多輪胎有限公司,BSSC,BSSC,BFP,"台中_x000D_
",高雄
H0H1A048,有勝車業有限公司(有程),BSSC,BSSC,BFP,"台中_x000D_
",高雄
H0G1A022,承億輪胎五金行,BSSC,BSSC,BFP,"台中_x000D_
",北區
H0G1E056,青益輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",北區
H0H1A036,順偉輪胎有限公司,BSSC,BSSC,BFP,"台中_x000D_
",北區
H0H1A034,順德輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",北區
H0G1D045,新永全輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",台中
H0H1A006,盟豐輪胎有限公司(建允),BSSC,BSSC,BFP,"台中_x000D_
",台中
I1I1B113,大銘輪胎企業社,BSSC,BSSC,BFP,"台中_x000D_
",台中
I1I1B023,政茂輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",員林
I1I1A012,彰化輪胎行(彰化交通),BSSC,BSSC,TTC,"台中_x000D_
",嘉義
J1J10232,太眾輪胎行,BSSC,BSSC,BFP,台南,台南
J1J10696,日泰輪胎行,BSSC,BSSC,BFP,"高雄
",高雄
J1J10690,兆億輪胎行,BSSC,BSSC,BFP,"高雄
",高雄
J1J10279,旭輝輪胎五金有限公司,BSSC,BSSC,BFP,"嘉義_x000D_
",嘉義
J1J10420,統達輪胎行,BSSC,BSSC,BFP,"嘉義_x000D_
",嘉義
K1K10170,昇益昌輪胎有限公司,BSSC,BSSC,BFP,"台南_x000D_
",台南
K1K10989,勝弘輪胎行,BSSC,BSSC,BFP,"台南_x000D_
",台南
K1K11013,榮隆國際有限公司,BSSC,BSSC,BFP,"台南_x000D_
",台南
L1L1D027,全佑輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1G033,安速輪胎有限公司(安承),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1B051,宏泰輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1H024,信興輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1H032,越大輪胎有限公司(越穩),BSSC,BSSC,TTC,"高雄_x000D_
",高雄
L1L1B074,新運輪業有限公司(舜太),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1F089,鼎鑫輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1H025,龍城輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1A008,聰祥輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1D026,皇升(鍠昇)輪胎有限公司,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1D068,東昇輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
N1N1B105,順發輪胎行,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1B040,永益鋼圈(宏盈),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
E1E10327,三和輪業有限公司(久揚),BSSC,BSSC,BFP,"北區_x000D_
",北區
C1C10259,華聯輪胎股份有限公司,BSSC,BSSC,TTC,"北區_x000D_
",北區
C2B10938,萬里達輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",蘆洲
E1E10113,文鹿汽車有限公司(穩路),BSSC,BSSC,BFP,"北區_x000D_
",北區
F1F10467,東昇輪胎行,BSSC,BSSC,BFP,"北區_x000D_
",北區
H0H1B110,台中輪胎館(世全、益全),BSSC,BSSC,BFP,"台中_x000D_
",台中
H0H1C019,永兆豐輪胎行,BSSC,BSSC,BFP,"台中_x000D_
",台中
H0H1A029,有勝車業有限公司(有程),BSSC,BSSC,BFP,"台中_x000D_
",台中
H0G1E015,盟豐輪胎有限公司(建允),BSSC,BSSC,BFP,"台中_x000D_
",台中
I1I1F051,彰化輪胎行(彰化交通),BSSC,BSSC,TTC,"台中_x000D_
",員林
J1J10763,日泰輪胎行,BSSC,BSSC,BFP,"嘉義_x000D_
",嘉義
N1N1A066,勝弘輪胎行,BSSC,BSSC,BFP,"台南_x000D_
",台南
L1L1G032,安速輪胎有限公司(安承),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1H045,越大輪胎有限公司(越穩),BSSC,BSSC,TTC,"高雄_x000D_
",高雄
L1L1B080,新運輪業有限公司(舜太),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1D051,皇升(鍠昇)輪胎有限公司,BSSC,BSSC,BFP,"高雄_x000D_
",高雄
L1L1B039,永益鋼圈(宏盈),BSSC,BSSC,BFP,"高雄_x000D_
",高雄
E1E10219,華聯輪胎股份有限公司,BSSC,BSSC,TTC,"北區_x000D_
",北區
H0H1B019,台中輪胎館(世全、益全),BSSC,BSSC,BFP,"台中_x000D_
",台中
H0H1A019,有勝車業有限公司(有程),BSSC,BSSC,BFP,"台中_x000D_
",台中
J1J10771,日泰輪胎行,BSSC,BSSC,BFP,"嘉義_x000D_
",嘉義
C1A10360,毅豐輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1B10326,原統交通股份有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1B10327,茂芳輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1B10328,信成車行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1B10336,冠軍輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1B10341,全皇輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10030,正和輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10038,雙十輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10047,鑫輝輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10085,上福開發企業有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10118,合成輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10120,土城輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10122,金興輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10131,廣億輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10132,長隆輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10159,大益輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10198,仁志汽車商行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10215,聯晟輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10231,立成輪胎打油行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10335,文發輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10339,永德輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10362,欣祐輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10524,宏泰汽車輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10617,村旺輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C1C10658,百樂達輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C2A10055,互信行有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10065,富信行有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10083,恒安達,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10121,銘豐實業有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10260,發興輪胎廠,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10434,世峰輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10441,互利有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10510,世昌輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10512,長明輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2A10593,兆勝輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10241,全輪企業社,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10430,金包里輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10532,金錩(金昌)輪胎行,BSSC,BSSC,A,"北區_x000D_
",鶯歌
C2B10603,世發輪胎行,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10744,新欣-高雄,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10745,"建新力新機械有限公司(力新,禾新,新欣)",BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10771,勝安汽車商行,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10784,永崧輪胎行,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10787,宏全輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10788,龍源輪胎行,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10906,台北港輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
C2B10949,駿濠實業有限公司,BSSC,BSSC,A,"北區_x000D_
",蘆洲
E1E10004,藍盟輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10020,東昌輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10023,宜成汽車材料有限公司,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10026,永基輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10029,三盛輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10032,維漢輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10037,基鴻輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10080,永新輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10101,益達輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10101BP,益達輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10106,順達輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10116,東海輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10118,新坡輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10125,東宏輪胎行(含高榮倉庫),BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10130,生安輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10145,順發鑫輪胎有限公司,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10151,三雄輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10164,統駿有限公司,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10205,毅豐輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10222,宥誠輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10275,柏昌輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10282,大進輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10284,亞順輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10292,利隆輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10300,統順輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10302,東盟輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10349,欣達輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10452,達烽輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10525,振好汽車修理廠有限公司,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10584,裕通輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
E1E10593,群鎰輪胎行,BSSC,BSSC,A,"北區_x000D_
",桃園
F1F10456,義燁庚輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10458,翔通輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10170,聯錩輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10051,佑順有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10056,新永祥輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10002,山崎輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10493,榮益輪業有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10145,隆興輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10487,大道輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10104,東宏輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10135,宏昌輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10157,榮聯輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10158,詠昌企業社,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10166,震洋輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10107,國鑫輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10471,福興汽車輪胎材料行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10014,有利輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10032,中山輪胎修理所,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10036,盛興電機輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10039,萬年輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10061,萬國輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10091,宏欣輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10114,大順輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10119,大豐輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10122,永順輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10125,佳宏輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10138,萬福進輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10143,見新輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10156,東和輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10290,仁安企業社,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10350,榮欣輪胎股份有限公司,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10406,俊達輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10411,順輝輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10439,東南輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10494,吉笙輪胎行,BSSC,BSSC,A,"台中_x000D_
",頭份
F1F10526,吉成,BSSC,BSSC,A,"台中_x000D_
",頭份
H0G1A039,天佑龍企業行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1B014,忠義工業有限公司,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1B034,永昇輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1C027,超鉅輪胎商行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1C032,東興輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1C036,長宏輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1C070,元盛輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D003,有信輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D018,昌鋊輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D023,新興台輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D047,新安輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D055,瑞豐輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1D061,奇樺輪胎實業社,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1E014,坤誠輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1E027,瑞騏輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0G1F011,友輪輪業有限公司,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A001,快成輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A003,永安輪業部,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A008,輪安輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A023,金明輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A038,順榮輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A041,寶固輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A080,宗成輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1A087,全興輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1B001,帝國輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1B003,台灣精大輪實業社,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1B020,明宗輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1B066,精大輪,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1C016,信昌輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1C018,鎮億輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1C041,明泰輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1C048,弘達輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1D003,福興輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1D008,福泰輪胎,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1D015,立祥輪胎五金商行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1D016,協盛輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1D048,明展輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1E012,峰奇企業社,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1E018,福居輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
H0H1E047,泰昌輪胎行,BSSC,BSSC,A,"台中_x000D_
",台中
I1I1A010,順成輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1A013,裕泰輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1A016,誠富輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1A039,勝宏汽車材料行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B030,源隆輪胎實業有限公司,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B075,永富輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B093,瑋勝輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B098,穗通輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B124,冠鴻輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1B133,大廣輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C001,大盛輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C013,全國輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C015,張汽車修理場,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C018,裕豐輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C026,巨奇輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C027,永大輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C069,秀男加工社,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1C077,觀峰輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D002,新豐輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D007,詠隆輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D009,慶揚輪胎有限公司,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D012,鴻興輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D015,長昌輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1D018,吉利來輪胎行,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1F007,松億通運股份有限公司,BSSC,BSSC,A,"台中_x000D_
",員林
I1I1F020,松易貨櫃倉儲股份有限公司,BSSC,BSSC,A,"台中_x000D_
",員林
J1J10101,豐輪輪胎修理處,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10115,鴻諭輪胎行,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10128,久宏昇輪業有限公司,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10153,合成輪胎行,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10201,旭峰輪胎行,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10205,新萬里輪胎行,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
J1J10235,協昌輪胎修理行,BSSC,BSSC,A,"嘉義_x000D_
",嘉義
